nct_id,nct_id_original,pt_cohort,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion,to_display
NCT04388826,NCT04388826,1,0,4245975,Hepatic failure,Condition,0,,2941,2959,Hepatic impairment,at screening,0,"",-99999,99999,1,1
NCT04328012,NCT04328012_1,1,0,4245975,Hepatic failure,Condition,0,870830474,403,424,hepatic insufficiency,"",0,"",-99999,99999,1,1
NCT04328012,NCT04328012_2,2,0,4245975,Hepatic failure,Condition,0,870830874,403,424,hepatic insufficiency,"",0,"",-99999,99999,1,1
NCT04328012,NCT04328012_3,3,0,4245975,Hepatic failure,Condition,0,870831574,403,424,hepatic insufficiency,"",0,"",-99999,99999,1,1
NCT04328012,NCT04328012_4,4,0,4245975,Hepatic failure,Condition,0,870832674,403,424,hepatic insufficiency,"",0,"",-99999,99999,1,1
NCT04358549,NCT04358549,1,0,4245975,Hepatic failure,Condition,0,870902674,1150,1171,hepatic insufficiency,within 48 hours of study entry,2,"",-99999,99999,1,1
NCT04333225,NCT04333225,1,0,194990,Inflammatory disease of liver,Condition,0,870843474,2089,2098,hepatitis,"",0,"",-99999,99999,1,1
NCT04342897,NCT04342897,1,0,194990,Inflammatory disease of liver,Condition,0,870864574,804,813,hepatitis,"",0,"",-99999,99999,1,1
NCT04353271,NCT04353271,1,0,194990,Inflammatory disease of liver,Condition,0,870890474,916,925,hepatitis,"",0,"",-99999,99999,1,1
NCT04372017,NCT04372017_A,1,0,194990,Inflammatory disease of liver,Condition,0,870931074,2785,2794,hepatitis,"",0,"",-99999,99999,1,1
NCT04372017,NCT04372017_B,2,0,194990,Inflammatory disease of liver,Condition,0,870931674,2785,2794,hepatitis,"",0,"",-99999,99999,1,1
NCT04388826,NCT04388826,1,0,194990,Inflammatory disease of liver,Condition,0,870958574,2799,2808,hepatitis,history of,0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,4223947,"Viral hepatitis, type A",Condition,0,870882774,879,890,hepatitis A,history of,0,"",-99999,99999,1,1
NCT04311177,NCT04311177,1,0,4281232,Type B viral hepatitis,Condition,0,870820174,1693,1704,hepatitis B,History of,0,"",-99999,99999,1,1
NCT04312009,NCT04312009,1,0,4281232,Type B viral hepatitis,Condition,0,870821374,1937,1948,hepatitis B,within 24 hours prior to randomization,1,"",-99999,99999,1,1
NCT04331795,NCT04331795_A,1,0,4281232,Type B viral hepatitis,Condition,0,870839374,2358,2369,Hepatitis B,history of,0,"",-99999,99999,1,1
NCT04331795,NCT04331795_B,2,0,4281232,Type B viral hepatitis,Condition,0,870840974,1428,1439,Hepatitis B,history of,0,"",-99999,99999,1,1
NCT04333225,NCT04333225,1,0,4281232,Type B viral hepatitis,Condition,0,870843474,2060,2071,hepatitis B,"",0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,4281232,Type B viral hepatitis,Condition,0,870882774,892,903,hepatitis B,history of,0,"",-99999,99999,1,1
NCT04354714,NCT04354714,1,0,4281232,Type B viral hepatitis,Condition,0,870893774,2595,2606,hepatitis B,"",0,"",-99999,99999,1,1
NCT04360551,NCT04360551,1,0,4281232,Type B viral hepatitis,Condition,0,870907474,1264,1275,hepatitis B,"",0,"",-99999,99999,1,1
NCT04372602,NCT04372602,1,0,4281232,Type B viral hepatitis,Condition,0,870934774,2628,2639,hepatitis B,"",0,"",-99999,99999,1,1
NCT04399980,NCT04399980,1,0,4281232,Type B viral hepatitis,Condition,0,870971874,1632,1643,Hepatitis B,"",0,"",-99999,99999,1,1
NCT04405570,NCT04405570,1,0,4281232,Type B viral hepatitis,Condition,0,870979974,4145,4156,Hepatitis B,"",0,"",-99999,99999,1,1
NCT04405739,NCT04405739,1,0,4281232,Type B viral hepatitis,Condition,0,870981174,6076,6087,hepatitis B,"",0,"",-99999,99999,1,1
NCT04334460,NCT04334460,1,0,4281232,Type B viral hepatitis,Condition,0,,2822,2982,Hepatitis B infection,at screening,0,"",-99999,99999,1,1
NCT04345614,NCT04345614,1,0,4281232,Type B viral hepatitis,Condition,0,870872474,2331,2368,hepatitis B infection,"",0,"",-99999,99999,1,1
NCT04351243,NCT04351243,1,0,4281232,Type B viral hepatitis,Condition,0,870884274,1508,1534,hepatitis B infection,"",0,"",-99999,99999,1,1
NCT04380961,NCT04380961,1,0,4281232,Type B viral hepatitis,Condition,0,870950074,3968,3994,hepatitis B infection,within 6 months prior to randomization,180,"",-99999,99999,1,1
NCT04391309,NCT04391309,1,0,4281232,Type B viral hepatitis,Condition,0,870963174,1720,1762,hepatitis B viral infection,history of,0,"",-99999,99999,1,1
NCT04362189,NCT04362189,1,0,4281232,Type B viral hepatitis,Condition,0,870911074,570,593,Hepatitis B Virus (HBV),"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_1,1,0,4281232,Type B viral hepatitis,Condition,0,870923474,971,994,hepatitis B virus (HBV),"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_2,2,0,4281232,Type B viral hepatitis,Condition,0,870924474,971,994,hepatitis B virus (HBV),"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_3,3,0,4281232,Type B viral hepatitis,Condition,0,870925274,971,994,hepatitis B virus (HBV),"",0,"",-99999,99999,1,1
NCT04375397,NCT04375397,1,0,4281232,Type B viral hepatitis,Condition,0,870941274,1052,1075,hepatitis B virus (HBV),"",0,"",-99999,99999,1,1
NCT04392219,NCT04392219,1,0,4281232,Type B viral hepatitis,Condition,0,870964374,2150,2173,hepatitis b virus (HBV),"",0,"",-99999,99999,1,1
NCT04311177,NCT04311177,1,0,197494,Viral hepatitis C,Condition,0,870820174,1693,1709,hepatitis C,History of,0,"",-99999,99999,1,1
NCT04312009,NCT04312009,1,0,197494,Viral hepatitis C,Condition,0,870821374,1937,1953,hepatitis C,within 24 hours prior to randomization,1,"",-99999,99999,1,1
NCT04331795,NCT04331795_A,1,0,197494,Viral hepatitis C,Condition,0,870839374,2373,2384,Hepatitis C,history of,0,"",-99999,99999,1,1
NCT04331795,NCT04331795_B,2,0,197494,Viral hepatitis C,Condition,0,870840974,1443,1454,Hepatitis C,history of,0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,197494,Viral hepatitis C,Condition,0,870882774,905,916,hepatitis C,history of,0,"",-99999,99999,1,1
NCT04354714,NCT04354714,1,0,197494,Viral hepatitis C,Condition,0,870893774,2612,2623,hepatitis C,"",0,"",-99999,99999,1,1
NCT04359329,NCT04359329,1,0,197494,Viral hepatitis C,Condition,0,,559,570,Hepatitis C,History of,0,"",-99999,99999,1,1
NCT04360551,NCT04360551,1,0,197494,Viral hepatitis C,Condition,0,870907474,1264,1280,hepatitis C,"",0,"",-99999,99999,1,1
NCT04372602,NCT04372602,1,0,197494,Viral hepatitis C,Condition,0,870934774,2645,2656,hepatitis C,"",0,"",-99999,99999,1,1
NCT04399980,NCT04399980,1,0,197494,Viral hepatitis C,Condition,0,870971874,1632,1648,Hepatitis C,"",0,"",-99999,99999,1,1
NCT04405570,NCT04405570,1,0,197494,Viral hepatitis C,Condition,0,870979974,4167,4178,Hepatitis C,"",0,"",-99999,99999,1,1
NCT04405739,NCT04405739,1,0,197494,Viral hepatitis C,Condition,0,870981174,6037,6048,hepatitis C,"",0,"",-99999,99999,1,1
NCT04345614,NCT04345614,1,0,197494,Viral hepatitis C,Condition,0,870872474,2347,2368,hepatitis C infection,"",0,"",-99999,99999,1,1
NCT04351243,NCT04351243,1,0,197494,Viral hepatitis C,Condition,0,870884274,1508,1534,hepatitis C infection,"",0,"",-99999,99999,1,1
NCT04370262,NCT04370262,1,0,197494,Viral hepatitis C,Condition,0,870927774,1873,1894,Hepatitis C infection,"",0,"",-99999,99999,1,1
NCT04380961,NCT04380961,1,0,197494,Viral hepatitis C,Condition,0,870950074,3968,3994,hepatitis C infection,within 6 months prior to randomization,180,"",-99999,99999,1,1
NCT04391309,NCT04391309,1,0,197494,Viral hepatitis C,Condition,0,870963174,1735,1762,hepatitis C viral infection,history of,0,"",-99999,99999,1,1
NCT04362189,NCT04362189,1,0,197494,Viral hepatitis C,Condition,0,870911074,545,567,Hepatitis C Virus (HCV,"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_1,1,0,197494,Viral hepatitis C,Condition,0,,943,965,hepatitis C virus (HCV,within 24 hours,1,"",-99999,99999,1,1
NCT04368728,NCT04368728_2,2,0,197494,Viral hepatitis C,Condition,0,,943,965,hepatitis C virus (HCV,"",0,"",-99999,99999,1,1
NCT04368728,NCT04368728_3,3,0,197494,Viral hepatitis C,Condition,0,,943,965,hepatitis C virus (HCV,"",0,"",-99999,99999,1,1
NCT04375397,NCT04375397,1,0,197494,Viral hepatitis C,Condition,0,870941274,1025,1048,hepatitis C virus (HCV),"",0,"",-99999,99999,1,1
NCT04392219,NCT04392219,1,0,197494,Viral hepatitis C,Condition,0,870964374,2178,2201,hepatitis c virus (HCV),"",0,"",-99999,99999,1,1
NCT04334460,NCT04334460,1,0,197494,Viral hepatitis C,Condition,0,870847974,2908,2982,Hepatitis C virus infection,"",0,"",-99999,99999,1,1
NCT04331899,NCT04331899,1,0,4001171,Liver cell carcinoma,Condition,0,870841774,1280,1304,hepatocellular carcinoma,Current,10000,"",-99999,99999,1,1
NCT04402060,NCT04402060,1,0,4083784,Complement deficiency disease,Condition,0,,953,985,hereditary complement deficiency,at time of informed consent,0,"",-99999,99999,1,1
NCT04367831,NCT04367831,1,0,313504,Osler hemorrhagic telangiectasia syndrome,Condition,0,870922274,2049,2086,hereditary hemorrhagic telangiectasia,"",0,"",-99999,99999,1,1
NCT04359277,NCT04359277,1,0,46273058,High risk of bleeding,Condition,0,,1375,1393,high bleeding risk,within the past 6 months,180,"",-99999,99999,1,1
NCT04375397,NCT04375397,1,0,316866,Hypertensive disorder,Condition,0,,1522,1541,high blood pressure,within 4 weeks,28,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,318736,Migraine,Condition,0,870815874,7566,7586,history of migraines,in the past 5 years,1825,"",-99999,99999,1,1
NCT04357730,NCT04357730,1,0,433749,Heparin-induced thrombocytopenia,Condition,0,870899674,2147,2151,HITT,history of,0,"",-99999,99999,1,1
NCT04345614,NCT04345614,1,0,439727,Human immunodeficiency virus infection,Condition,0,,2319,2322,HIV,Current,10000,"",-99999,99999,1,1
NCT04351243,NCT04351243,1,0,439727,Human immunodeficiency virus infection,Condition,0,870884274,1503,1506,HIV,"",0,"",-99999,99999,1,1
NCT04354714,NCT04354714,1,0,439727,Human immunodeficiency virus infection,Condition,0,870893774,2590,2593,HIV,"",0,"",-99999,99999,1,1
NCT04372602,NCT04372602,1,0,439727,Human immunodeficiency virus infection,Condition,0,870934774,2623,2626,HIV,"",0,"",-99999,99999,1,1
NCT04379284,NCT04379284,1,0,439727,Human immunodeficiency virus infection,Condition,0,870945974,228,231,HIV,"",0,"",-99999,99999,1,1
NCT04399252,NCT04399252,1,0,439727,Human immunodeficiency virus infection,Condition,0,870970274,1559,1562,HIV,"",0,"",-99999,99999,1,1
NCT04405739,NCT04405739,1,0,439727,Human immunodeficiency virus infection,Condition,0,870981174,6131,6134,HIV,"",0,"",-99999,99999,1,1
NCT04326426,NCT04326426,1,0,439727,Human immunodeficiency virus infection,Condition,0,870829974,511,537,HIV infection,"",0,"",-99999,99999,1,1
NCT04328012,NCT04328012_1,1,0,439727,Human immunodeficiency virus infection,Condition,0,870830774,1028,1041,HIV infection,"",0,"",-99999,99999,1,1
NCT04338347,NCT04338347,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1296,1309,HIV infection,within 12 months prior to randomization,365,"",-99999,99999,1,1
NCT04340232,NCT04340232,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1478,1491,HIV infection,History of,0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,439727,Human immunodeficiency virus infection,Condition,0,870882774,920,933,HIV infection,history of,0,"",-99999,99999,1,1
NCT04352985,NCT04352985,1,0,439727,Human immunodeficiency virus infection,Condition,0,,2390,2403,HIV infection,within the past 7 days,7,"",-99999,99999,1,1
NCT04356690,NCT04356690,1,0,439727,Human immunodeficiency virus infection,Condition,0,870897474,1824,1837,HIV infection,"",0,"",-99999,99999,1,1
NCT04371393,NCT04371393,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1598,1611,HIV infection,"",0,"",-99999,99999,1,1
NCT04372628,NCT04372628,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1221,1234,HIV infection,history of,0,"",-99999,99999,1,1
NCT04386616,NCT04386616,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1283,1296,HIV infection,within the previous 5 years,1825,"",-99999,99999,1,1
NCT04391309,NCT04391309,1,0,439727,Human immunodeficiency virus infection,Condition,0,870963174,1573,1586,HIV infection,history of,0,"",-99999,99999,1,1
NCT04401410,NCT04401410,1,0,439727,Human immunodeficiency virus infection,Condition,0,,2050,2063,HIV infection,prior,0,"",-99999,99999,1,1
NCT03852537,NCT03852537_covid,1,0,439727,Human immunodeficiency virus infection,Condition,0,870811374,1068,1080,HIV positive,"",0,"",-99999,99999,1,1
NCT03852537,NCT03852537_pneum,2,0,439727,Human immunodeficiency virus infection,Condition,0,870811674,405,417,HIV positive,"",0,"",-99999,99999,1,1
NCT04363346,NCT04363346,1,0,439727,Human immunodeficiency virus infection,Condition,0,,2228,2242,HIV positivity,history of,0,"",-99999,99999,1,1
NCT04344561,NCT04344561,1,1,437390,Hypoxemia,Condition,0,870869774,159,168,Hypoxemia,"",0,"",-99999,99999,0,1
NCT03808922,NCT03808922_covid19sub,1,0,439727,Human immunodeficiency virus infection,Condition,0,,4144,4156,HIV-positive,for >1 year,365,"",-99999,99999,1,1
NCT04331899,NCT04331899,1,0,439727,Human immunodeficiency virus infection,Condition,0,,1323,1357,human immunodeficiency virus (HIV),within 30 days before study randomization,30,"",-99999,99999,1,1
NCT04358549,NCT04358549,1,0,439727,Human immunodeficiency virus infection,Condition,0,870902674,1034,1068,human immunodeficiency virus (HIV),within 48 hours of study entry,2,"",-99999,99999,1,1
NCT04362189,NCT04362189,1,0,439727,Human immunodeficiency virus infection,Condition,0,870911074,595,629,Human Immunodeficiency Virus (HIV),"",0,"",-99999,99999,1,1
NCT04375397,NCT04375397,1,0,439727,Human immunodeficiency virus infection,Condition,0,870941274,975,1009,human immunodeficiency virus (HIV),"",0,"",-99999,99999,1,1
NCT04392219,NCT04392219,1,0,439727,Human immunodeficiency virus infection,Condition,0,870964374,2114,2148,human immunodeficiency virus (HIV),"",0,"",-99999,99999,1,1
NCT04405570,NCT04405570,1,0,439727,Human immunodeficiency virus infection,Condition,0,870979974,4180,4214,Human immunodeficiency virus (HIV),"",0,"",-99999,99999,1,1
NCT03648372,NCT03648372_covid,1,0,439727,Human immunodeficiency virus infection,Condition,0,870805574,7867,7905,human immunodeficiency virus infection,history of,0,"",-99999,99999,1,1
NCT03648372,NCT03648372_other,2,0,439727,Human immunodeficiency virus infection,Condition,0,870806874,7867,7905,human immunodeficiency virus infection,history of,0,"",-99999,99999,1,1
NCT04380961,NCT04380961,1,0,439727,Human immunodeficiency virus infection,Condition,0,,3998,4080,human immunodeficiency virus infection HIV,>24 hours at time of screening,1,"",-99999,99999,1,1
NCT04416919,NCT04416919,1,0,4105765,Hypercapnia,Condition,0,870992074,205,226,hypercapnic condition,"",0,"",-99999,99999,1,1
NCT04338126,NCT04338126,1,0,432585,Blood coagulation disorder,Condition,0,870855274,236,262,hypercoagulation disorders,History or,0,"",-99999,99999,1,1
NCT04328012,NCT04328012_3,3,0,434610,Hyperkalemia,Condition,0,870832074,2092,2104,hyperkalemia,history of,0,"",-99999,99999,1,1
NCT04335123,NCT04335123,1,0,434610,Hyperkalemia,Condition,0,870850774,1428,1440,Hyperkalemia,"",0,"",-99999,99999,1,1
NCT04388826,NCT04388826,1,0,4169690,Allergy to colchicine,Condition,0,,2167,2208,hypersensitivity or allergy to colchicine,at screening,0,"",-99999,99999,1,1
NCT04336410,NCT04336410,1,0,36687110,Allergic reaction caused by vaccine,Condition,0,,1760,1826,Hypersensitivity or severe allergic reactions to vaccines or drugs,at screening,0,"",-99999,99999,1,1
NCT04347226,NCT04347226,1,0,9999,Allergy to monoclonal antibodies,Condition,0,,3776,3834,hypersensitivity reaction to any monoclonal antibody (mAb),14 days prior to registration,14,"",-99999,99999,1,1
NCT04328467,NCT04328467,1,0,1305058,Methotrexate,Drug,0,870833274,1069,1081,methotrexate,Current,10000,"",-99999,99999,1,1
NCT04354428,NCT04354428,1,0,4168725,Allergy to 4-quinolones,Condition,0,870891774,1102,1161,hypersensitivity to 4-aminoquinoline compounds,"",0,"",-99999,99999,1,1
NCT04335552,NCT04335552,1,0,4168725,Allergy to 4-quinolones,Condition,0,870851674,1371,1441,hypersensitivity to 4-aminoquinoline derivatives,"",0,"",-99999,99999,1,1
NCT04379492,NCT04379492,1,0,4168725,Allergy to 4-quinolones,Condition,0,870946174,750,820,hypersensitivity to 4-aminoquinoline derivatives,"",0,"",-99999,99999,1,1
NCT04381988,NCT04381988,1,0,4168725,Allergy to 4-quinolones,Condition,0,870951674,2056,2126,hypersensitivity to 4-aminoquinoline derivatives,"",0,"",-99999,99999,1,1
NCT04370262,NCT04370262,1,0,4168725,Allergy to 4-quinolones,Condition,0,,1642,1688,hypersensitivity to 4-aminoquinolone compounds,< 72 hours prior to randomization,3,"",-99999,99999,1,1
NCT04363203,NCT04363203,1,0,4168581,Allergy to amodiaquine,Condition,0,,605,702,hypersensitivity to amodiaquine,in past 2 years,730,"",-99999,99999,1,1
NCT04358549,NCT04358549,1,0,9999,Allergy to study medication,Condition,0,,581,670,hypersensitivity to an anti-viral nucleoside analog drug targeting a viral RNA polymerase,at the time of study entry,10000,"",-99999,99999,1,1
NCT04346628,NCT04346628,1,0,9999,Allergy to study medication,Condition,0,,648,737,hypersensitivity to an anti-viral nucleoside-analog drug targeting a viral RNA polymerase,Previously,10000,"",-99999,99999,1,1
NCT04333225,NCT04333225,1,0,9999,Allergy to study medication,Condition,0,,2285,2336,hypersensitivity to any component of the study drug,history of,0,"",-99999,99999,1,1
NCT04377620,NCT04377620,1,0,9999,Allergy to ruxolitinib,Condition,0,,639,726,hypersensitivity to any drugs or metabolites of similar chemical classes as ruxolitinib,within 30 days of randomization,30,"",-99999,99999,1,1
NCT04337216,NCT04337216,1,0,9999,Allergy to study medication,Condition,0,870854274,2368,2425,hypersensitivity to any of its excipients,"",0,"",-99999,99999,1,1
NCT04358081,NCT04358081,1,0,9999,Allergy to study medication,Condition,0,,698,803,hypersensitivity to any of the study treatments or its excipients or to drugs of similar chemical classes,"",0,"",-99999,99999,1,1
NCT04283461,NCT04283461,1,0,36687110,Allergic reaction caused by vaccine,Condition,0,870816274,9715,9890,hypersensitivity to any previous licensed or unlicensed vaccines,history of,0,"",-99999,99999,1,1
NCT04370782,NCT04370782,1,0,4168751,Allergy to tetracycline,Condition,0,,1955,1992,hypersensitivity to any tetracyclines,History of,0,"",-99999,99999,1,1
NCT04339426,NCT04339426,1,0,4165013,Allergy to atovaquone,Condition,0,870857174,930,960,hypersensitivity to atovaquone,History of,0,"",-99999,99999,1,1
NCT04354428,NCT04354428,1,0,9999,Allergy to study medication,Condition,0,870891874,1169,1218,hypersensitivity to azalide,"",0,"",-99999,99999,1,1
NCT04339426,NCT04339426,1,0,4171312,Allergy to azithromycin,Condition,0,870857174,930,980,hypersensitivity to azithromycin,History of,0,"",-99999,99999,1,1
NCT04374019,NCT04374019,1,1,4153516,Patient immunocompromised,Condition,0,870938274,498,515,Immunocompromised,"",0,"",-99999,99999,0,1
NCT04351620,NCT04351620,1,1,4242843,Immunosuppression,Condition,0,870884474,1225,1242,immunosuppression,> 72h,0,"",-99999,99999,0,1
NCT04354428,NCT04354428,1,0,4171312,Allergy to azithromycin,Condition,0,870891874,1169,1201,hypersensitivity to azithromycin,"",0,"",-99999,99999,1,1
NCT04401293,NCT04401293,1,0,3481260,Allergy to ethyl alcohol,Condition,0,870972474,1354,1388,hypersensitivity to benzyl alcohol,history of,0,"",-99999,99999,1,1
NCT04374279,NCT04374279,1,0,4165171,Allergy to bicalutamide,Condition,0,,675,707,hypersensitivity to bicalutamide,<=3 days from enrollment,3,"",-99999,99999,1,1
NCT04371393,NCT04371393,1,0,37397180,Allergy to animal protein,Condition,0,870929074,1748,1805,hypersensitivity to bovine proteins,"",0,"",-99999,99999,1,1
NCT04362813,NCT04362813,1,0,9999,Allergy to canakinumab,Condition,0,,541,572,hypersensitivity to canakinumab,at time of randomization,0,"",-99999,99999,1,1
NCT04365153,NCT04365153,1,0,9999,Allergy to study medication,Condition,0,,1717,1773,hypersensitivity to canakinumab or any of its excipients,"",0,"",-99999,99999,1,1
NCT04334967,NCT04334967,1,0,4164847,Allergy to chloroquine,Condition,0,870849474,510,541,Hypersensitivity to chloroquine,hospitalized,0,"",-99999,99999,1,1
NCT04351620,NCT04351620,1,0,4164847,Allergy to chloroquine,Condition,0,870884974,1573,1626,hypersensitivity to chloroquine,"",0,"",-99999,99999,1,1
NCT04354870,NCT04354870_A,1,0,4164847,Allergy to chloroquine,Condition,0,870894374,709,762,hypersensitivity to chloroquine,"",0,"",-99999,99999,1,1
NCT04363203,NCT04363203,1,0,4164847,Allergy to chloroquine,Condition,0,,605,636,hypersensitivity to chloroquine,in past 2 years,730,"",-99999,99999,1,1
NCT04363450,NCT04363450,1,0,4164847,Allergy to chloroquine,Condition,0,870914374,460,491,Hypersensitivity to chloroquine,"",0,"",-99999,99999,1,1
NCT04363437,NCT04363437,1,0,4169690,Allergy to colchicine,Condition,0,,703,733,hypersensitivity to colchicine,"",0,"",-99999,99999,1,1
NCT03808922,NCT03808922_covid19sub,1,0,9999,Allergy to DAS181,Condition,0,,3410,3465,hypersensitivity to DAS181 and/or any of its components,for >1 year,365,"",-99999,99999,1,1
NCT03808922,NCT03808922_main,2,0,9999,Allergy to DAS181,Condition,0,,3410,3465,hypersensitivity to DAS181 and/or any of its components,for >1 year,365,"",-99999,99999,1,1
NCT04397718,NCT04397718,1,0,9999,Allergy to degarelix,Condition,0,,674,752,hypersensitivity to degarelix or any component of their respective formulation,within 2 weeks,14,"",-99999,99999,1,1
NCT04345601,NCT04345601,1,0,4165632,Allergy to dimethyl sulfoxide,Condition,0,,1226,1271,hypersensitivity to dimethyl sulfoxide (DMSO),acute respiratory distress syndrome (ARDS),0,"",-99999,99999,1,1
NCT04366830,NCT04366830,1,0,4165632,Allergy to dimethyl sulfoxide,Condition,0,870920774,1763,1808,hypersensitivity to dimethyl sulfoxide (DMSO),"",0,"",-99999,99999,1,1
NCT04371393,NCT04371393,1,0,9999,Allergy to DMSO,Condition,0,870929074,1748,1772,hypersensitivity to DMSO,"",0,"",-99999,99999,1,1
NCT04401293,NCT04401293,1,0,4170355,Allergy to enoxaparin,Condition,0,870972474,1269,1306,hypersensitivity to enoxaparin sodium,history of,0,"",-99999,99999,1,1
NCT04356690,NCT04356690,1,0,4163206,Allergy to etoposide,Condition,0,,699,737,hypersensitivity to etoposide products,"",0,"",-99999,99999,1,1
NCT04354428,NCT04354428,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870891774,1102,1125,hypersensitivity to HCQ,"",0,"",-99999,99999,1,1
NCT04401293,NCT04401293,1,0,4169185,Allergy to heparin,Condition,0,870972474,1308,1352,hypersensitivity to heparin or pork products,history of,0,"",-99999,99999,1,1
NCT04333654,NCT04333654,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870844374,850,888,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04334967,NCT04334967,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,,510,563,Hypersensitivity to hydroxychloroquine,Currently,10000,"",-99999,99999,1,1
NCT04335552,NCT04335552,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870851674,1371,1409,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04354870,NCT04354870_A,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870894374,709,747,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04363203,NCT04363203,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870912374,605,656,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04363450,NCT04363450,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870914374,460,513,Hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04370782,NCT04370782,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870928274,1126,1164,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04379492,NCT04379492,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870946174,750,788,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04381988,NCT04381988,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870951674,2056,2094,hypersensitivity to hydroxychloroquine,"",0,"",-99999,99999,1,1
NCT04351620,NCT04351620,1,0,4171296,Allergy to hydroxychloroquine,Condition,0,870884974,1573,1611,hypersensitivity to hydroxyxhloroquine,"",0,"",-99999,99999,1,1
NCT04379518,NCT04379518,1,0,4167304,Allergy to interferon alfa-2a,Condition,0,870947574,1966,2015,hypersensitivity to interferon-alpha formulations,"",0,"",-99999,99999,1,1
NCT04343976,NCT04343976,1,0,4171292,Allergy to interferon,Condition,0,,1194,1225,hypersensitivity to Interferons,within 48 hours of randomization,2,"",-99999,99999,1,1
NCT04371393,NCT04371393,1,1,4173351,Apneic oxygenation,Condition,0,,650,675,impairment of oxygenation,"",0,"",-99999,99999,0,1
NCT04283461,NCT04283461,1,1,4047705,General health good,Condition,0,,2593,2607,In good health,history of,0,"",-99999,99999,0,1
NCT03808922,NCT03808922_main,2,0,432250,Disorder due to infection,Condition,1,870810474,2991,3000,infection,"",0,"",-99999,99999,0,1
NCT04374279,NCT04374279,1,0,9999,Allergy to ivermectin,Condition,0,870939074,675,721,hypersensitivity to ivermectin,"",0,"",-99999,99999,1,1
NCT04361214,NCT04361214,1,0,9999,Allergy to leflunomide,Condition,0,,1903,1934,hypersensitivity to leflunomide,History of,0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,9999,Allergy to lenzilumab,Condition,0,870882874,1144,1174,hypersensitivity to lenzilumab,"",0,"",-99999,99999,1,1
NCT04351152,NCT04351152,1,0,9999,Allergy to lenzilumab,Condition,0,870882874,1144,1199,hypersensitivity to lenzilumab components,"",0,"",-99999,99999,1,1
NCT04354428,NCT04354428,1,0,4240901,Allergy to macrolide antibiotic,Condition,0,870891874,1169,1243,hypersensitivity to macrolide antibiotics,"",0,"",-99999,99999,1,1
NCT04363203,NCT04363203,1,0,4240901,Allergy to macrolide antibiotic,Condition,0,,605,731,hypersensitivity to macrolides,in past 2 years,730,"",-99999,99999,1,1
NCT04337216,NCT04337216,1,0,9999,Allergy to mavrilimumab,Condition,0,870854274,2368,2400,hypersensitivity to Mavrilimumab,"",0,"",-99999,99999,1,1
NCT04399980,NCT04399980,1,0,9999,Allergy to macrilimumab,Condition,0,,2874,2931,hypersensitivity to mavrilimumab or any of its excipients,within 4 weeks,28,"",-99999,99999,1,1
NCT04328961,NCT04328961,1,0,4168725,Allergy to 4-quinolones,Condition,0,870834274,791,850,hypersensitivity to other 4-aminoquinoline compounds,"",0,"",-99999,99999,1,1
NCT04333654,NCT04333654,1,0,4168725,Allergy to 4-quinolones,Condition,0,870844374,850,924,hypersensitivity to other 4-aminoquinoline compounds,"",0,"",-99999,99999,1,1
NCT04370782,NCT04370782,1,0,4168725,Allergy to 4-quinolones,Condition,0,870928274,1126,1200,hypersensitivity to other 4-aminoquinoline compounds,"",0,"",-99999,99999,1,1
